date,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
2023-11-25,1016.7,26.6,24.5,23.3,19.8,76,35,9.8,70,31.2,1
2023-11-26,1017.7,25.3,22.6,18.2,16.8,70,44,6.9,20,28.6,0
2023-11-27,1020.6,21.2,18.2,15.8,7.8,52,46,3.5,20,34.3,0
2023-11-28,1022.4,20.4,18.4,15.3,9.7,57,44,8.6,60,39.3,0
2023-11-29,1022.5,22.9,20.8,19.2,15,70,49,8.6,70,34,0
2023-11-30,1021.2,24.1,22.1,20.3,17.4,75,40,8.8,60,16,0
2023-12-01,1019.9,18.5,17.3,16.1,13.7,79,86,0.6,20,23.9,0
2023-12-02,1013.4,21.6,19.2,17.6,18.5,95,86,0.6,30,13.9,1
2023-12-03,1022.6,14.3,11.9,10,8,77,93,0,20,25,1
2023-12-04,1010.1,22.8,21.5,20.1,19.9,91,89,0,70,31.8,1
2023-12-05,1008.6,28.8,25.5,23.4,20.6,75,62,8.8,80,26,0
2023-12-06,1005.9,27.8,26.6,25.4,25.4,93,85,0,230,20,1
2023-12-07,1002.2,31.1,28.9,26.1,26.1,85,89,2.4,240,19.8,1
2023-12-08,1007.3,32.8,29.2,26.3,25.4,81,77,6.5,220,13.9,1
2023-12-09,1011.1,31,28.1,26.8,23.7,77,46,8.4,100,21.4,1
2023-12-10,1018,22.1,20.5,18.5,16.6,78,88,0,20,38.3,1
2023-12-11,1017.7,25.4,23.8,22.6,20.6,82,85,2.6,80,43.8,1
2023-12-12,1016.4,23,19.9,17.9,15.5,76,72,6.3,60,20.7,0
2023-12-13,1016.2,20.7,20,19.4,17.1,83,88,0.2,70,39.5,0
2023-12-14,1016.4,21,20.4,19.7,17.8,85,83,0,70,30.3,1
2023-12-15,1016.6,21.3,20.4,19.1,17.3,82,84,0.4,50,20.3,1
2023-12-16,1019,20.4,18.4,16,12.6,69,70,2.2,10,26.8,1
2023-12-17,1022.5,17.2,15.2,13.4,4.3,49,11,9.3,10,48,0
2023-12-18,1025.9,15.2,13.2,11.5,-0.4,39,25,9.1,20,35.6,0
2023-12-19,1026.4,16.5,13.9,11.3,3.1,48,11,9.5,40,25.2,0
2023-12-20,1025.4,18.2,16.2,13.8,8.7,62,71,2.1,30,29,0
2023-12-21,1022.5,18.6,17.6,17,12.9,75,88,0,40,19,1
2023-12-22,1021.3,21.1,19.4,17.1,16.2,82,87,1.6,50,22.5,1
2023-12-23,1020.3,20.6,19.9,18.7,17.6,87,88,0.3,60,27.3,1
2023-12-24,1017.8,22.3,21.1,19.8,19.6,91,79,0,40,15,1
2023-12-25,1016.8,24.7,22.3,21.1,20.7,91,70,6,40,9.4,1
2023-12-26,1020.4,21.4,18.2,16.1,13.5,75,89,0.7,10,27.6,1
2023-12-27,1020.6,19.7,17.9,16.9,13.3,74,87,0.6,30,21.6,0
2023-12-28,1022.7,18.8,17.7,16.9,15,84,90,0,30,18.4,1
2023-12-29,1026.6,18.6,17.3,16.3,12.8,75,85,1,20,25.9,1
2023-12-30,1025.9,18.9,17.7,16.4,13.3,75,78,4.6,70,33.4,1
2023-12-31,1025.3,19.2,17.3,15.2,13.3,78,86,1.2,20,20.9,1
2024-01-01,1026.4,20.5,17.8,15.5,13,74,66,5.7,20,23.3,0
